time,velocity,altitude,anomaly_flg,anomaly_desc
5.805,14.0,0.2,N,
5.839,15.0,0.2,N,
5.872,15.0,0.2,N,
5.905,15.0,0.2,N,
5.939,15.0,0.2,N,
5.972,15.0,0.2,N,
6.006,15.0,0.2,N,
6.039,15.0,0.2,N,
6.072,15.0,0.2,N,
6.106,15.0,0.2,N,
6.139,16.0,0.2,N,
6.172,16.0,0.2,N,
6.206,16.0,0.2,N,
6.239,16.0,0.2,N,
6.272,16.0,0.2,N,
6.306,16.0,0.2,N,
6.339,16.0,0.2,N,
6.373,16.0,0.2,N,
6.406,17.0,0.2,N,
6.439,17.0,0.2,N,
6.473,17.0,0.2,N,
6.506,17.0,0.2,N,
6.539,17.0,0.2,N,
6.573,17.0,0.2,N,
6.606,17.0,0.2,N,
6.639,17.0,0.2,N,
6.673,17.0,0.2,N,
6.706,18.0,0.2,N,
6.74,18.0,0.2,N,
6.773,17.98637373580819,0.19979017602535445,Y,Gaussian anomaly;
6.806,18.0,0.2,N,
6.84,18.0,0.2,N,
6.873,18.0,0.2,N,
6.906,18.0,0.2,N,
6.94,18.0,0.2,N,
6.973,19.0,0.2,N,
7.007,19.0,0.2,N,
7.04,19.0,0.2,N,
7.073,19.0,0.2,N,
7.107,19.0,0.2,N,
7.14,19.0,0.2,N,
7.173,19.0,0.2,N,
7.207,19.0,0.2,N,
7.24,19.0,0.2,N,
7.273,20.0,0.2,N,
7.307,20.0,0.2,N,
7.34,20.0,0.2,N,
7.374,20.0,0.2,N,
7.407,20.0,0.2,N,
7.44,20.0,0.2,N,
7.474,20.0,0.2,N,
7.507,20.0,0.2,N,
7.54,21.0,0.2,N,
7.574,21.0,0.2,N,
7.607,21.0,0.2,N,
7.64,21.0,0.2,N,
7.674,21.0,0.2,N,
7.707,21.0,0.2,N,
7.741,21.0,0.2,N,
7.774,21.0,0.2,N,
7.807,22.0,0.2,N,
7.841,22.0,0.2,N,
7.874,22.0,0.2,N,
7.907,22.0,0.2,N,
7.941,22.0,0.2,N,
7.974,22.0,0.2,N,
8.008,22.0,0.2,N,
8.041,22.0,0.2,N,
8.074,22.0,0.2,N,
8.108,23.0,0.2,N,
8.141,23.0,0.3,N,
8.174,23.0,0.3,N,
8.208,23.0,0.3,N,
8.241,23.0,0.3,N,
8.274,23.0,0.3,N,
8.308,23.0,0.3,N,
8.341,23.0,0.3,N,
8.375,23.0,0.3,N,
8.408,23.0,0.3,N,
8.441,24.0,0.3,N,
8.475,24.0,0.3,N,
8.508,24.0,0.3,N,
8.541,24.0,0.3,N,
8.575,24.0,0.3,N,
8.608,24.0,0.3,N,
8.641,24.0,0.3,N,
8.675,24.0,0.3,N,
8.708,24.0,0.3,N,
8.742,24.0,0.3,N,
8.775,24.0,0.3,N,
8.808,24.0,0.3,N,
8.842,24.0,0.3,N,
8.875,24.0,0.3,N,
8.908,24.0,0.3,N,
8.942,24.0,0.3,N,
8.975,24.0,0.3,N,
9.008,25.0,0.3,N,
9.042,25.0,0.3,N,
9.075,25.0,0.3,N,
9.109,25.0,0.3,N,
9.142,25.0,0.3,N,
9.175,25.0,0.3,N,
9.209,25.0,0.3,N,
9.242,26.0,0.3,N,
9.275,26.0,0.3,N,
9.309,26.0,0.3,N,
9.342,26.0,0.3,N,
9.376,26.0,0.3,N,
9.409,26.0,0.3,N,
9.442,26.0,0.3,N,
9.476,26.0,0.3,N,
9.509,27.0,0.3,N,
9.542,27.0,0.3,N,
9.576,27.0,0.3,N,
9.609,27.0,0.3,N,
9.642,27.0,0.3,N,
9.676,27.0,0.3,N,
9.709,27.0,0.3,N,
9.743,27.0,0.3,N,
9.776,27.0,0.3,N,
9.809,27.0,0.3,N,
9.843,27.0,0.3,N,
9.876,27.0,0.3,N,
9.909,28.0,0.3,N,
9.943,28.0,0.3,N,
9.976,28.0,0.3,N,
10.009,28.0,0.3,N,
10.043,28.0,0.3,N,
10.076,28.0,0.3,N,
10.11,28.0,0.3,N,
10.143,29.0,0.3,N,
10.176,29.0,0.3,N,
10.21,29.0,0.3,N,
10.243,29.0,0.3,N,
10.276,29.0,0.3,N,
10.31,29.0,0.3,N,
10.343,29.0,0.3,N,
10.377,29.0,0.3,N,
10.41,30.0,0.3,N,
10.443,30.0,0.3,N,
10.477,30.0,0.3,N,
10.51,30.0,0.3,N,
10.543,30.0,0.3,N,
10.577,30.0,0.3,N,
10.61,30.0,0.3,N,
10.643,31.0,0.3,N,
10.677,31.0,0.3,N,
10.71,31.0,0.3,N,
10.744,31.0,0.3,N,
10.777,31.0,0.3,N,
10.81,31.0,0.3,N,
10.844,32.0,0.3,N,
10.877,32.0,0.3,N,
10.91,32.0,0.3,N,
10.944,32.0,0.3,N,
10.977,32.0,0.3,N,
11.01,32.0,0.3,N,
11.044,32.0,0.3,N,
11.077,32.0,0.3,N,
11.111,33.0,0.3,N,
11.144,33.0,0.3,N,
11.177,33.0,0.3,N,
11.211,33.0,0.3,N,
11.244,33.0,0.3,N,
11.277,33.0,0.3,N,
11.311,33.0,0.3,N,
11.344,34.0,0.3,N,
11.378,34.0,0.3,N,
11.411,34.0,0.3,N,
11.444,34.0,0.3,N,
11.478,34.0,0.3,N,
11.511,34.0,0.3,N,
11.544,34.0,0.3,N,
11.578,34.0,0.3,N,
11.611,35.0,0.3,N,
11.644,35.0,0.4,N,
11.678,35.0,0.4,N,
11.711,35.0,0.4,N,
11.745,35.0,0.4,N,
11.778,35.0,0.4,N,
11.811,35.0,0.4,N,
11.845,36.0,0.4,N,
11.878,36.0,0.4,N,
11.911,36.0,0.4,N,
11.945,36.0,0.4,N,
11.978,36.0,0.4,N,
12.011,36.0,0.4,N,
12.045,36.0,0.4,N,
12.078,36.0,0.4,N,
12.112,37.0,0.4,N,
12.145,37.0,0.4,N,
12.178,37.0,0.4,N,
12.212,37.0,0.4,N,
12.245,37.0,0.4,N,
12.278,37.0,0.4,N,
12.312,37.0,0.4,N,
12.345,37.0,0.4,N,
12.379,38.0,0.4,N,
12.412,38.0,0.4,N,
12.445,38.0,0.4,N,
12.479,38.0,0.4,N,
12.512,38.0,0.4,N,
12.545,38.0,0.4,N,
12.579,38.0,0.4,N,
12.612,38.0,0.4,N,
12.645,38.0,0.4,N,
12.679,38.0,0.4,N,
12.712,38.0,0.4,N,
12.746,38.0,0.4,N,
12.779,38.0,0.4,N,
12.812,39.0,0.4,N,
12.846,39.0,0.4,N,
12.879,39.0,0.4,N,
12.912,39.0,0.4,N,
12.946,39.0,0.4,N,
12.979,39.0,0.4,N,
13.012,39.0,0.4,N,
13.046,39.0,0.4,N,
13.079,39.0,0.4,N,
13.113,39.0,0.4,N,
13.146,39.0,0.4,N,
13.179,39.0,0.4,N,
13.213,39.0,0.4,N,
13.246,39.0,0.4,N,
13.279,39.0,0.4,N,
13.313,39.0,0.4,N,
13.346,39.0,0.4,N,
13.38,39.0,0.4,N,
13.413,39.0,0.4,N,
13.446,39.0,0.4,N,
13.48,39.0,0.4,N,
13.513,39.0,0.4,N,
13.546,39.0,0.4,N,
13.58,39.0,0.4,N,
13.613,39.0,0.4,N,
13.646,39.0,0.4,N,
13.68,39.0,0.4,N,
13.713,39.0,0.4,N,
13.747,39.0,0.4,N,
13.78,39.0,0.4,N,
13.813,39.0,0.4,N,
13.847,39.0,0.4,N,
13.88,39.0,0.4,N,
13.913,39.0,0.4,N,
13.947,40.0,0.4,N,
13.98,40.0,0.4,N,
14.013,40.0,0.4,N,
14.047,40.0,0.4,N,
14.08,40.0,0.4,N,
14.114,40.0,0.4,N,
14.147,40.0,0.4,N,
14.18,40.0,0.4,N,
14.214,41.0,0.4,N,
14.247,41.0,0.4,N,
14.28,41.0,0.4,N,
14.314,41.0,0.4,N,
14.347,41.0,0.4,N,
14.381,42.0,0.4,N,
14.414,42.0,0.4,N,
14.447,42.0,0.4,N,
14.481,42.0,0.4,N,
14.514,42.0,0.4,N,
14.547,42.0,0.4,N,
14.581,42.0,0.4,N,
14.614,43.0,0.4,N,
14.647,43.0,0.4,N,
14.681,43.0,0.4,N,
14.714,43.0,0.4,N,
14.748,43.0,0.4,N,
14.781,44.0,0.4,N,
14.814,44.0,0.5,N,
14.848,44.0186111565258,0.5002847612627849,Y,Gaussian anomaly;
14.881,44.0,0.5,N,
14.914,45.0,0.5,N,
14.948,45.0,0.5,N,
14.981,45.0,0.5,N,
15.014,46.0,0.5,N,
15.048,46.0,0.5,N,
15.081,46.0,0.5,N,
15.115,46.0,0.5,N,
15.148,46.0,0.5,N,
15.181,47.0,0.5,N,
15.215,47.0,0.5,N,
15.248,47.0,0.5,N,
15.281,47.0,0.5,N,
15.315,47.0,0.5,N,
15.348,48.0,0.5,N,
15.382,48.0,0.5,N,
15.415,48.0,0.5,N,
15.448,48.0,0.5,N,
15.482,48.0,0.5,N,
15.515,48.0,0.5,N,
15.548,48.0,0.5,N,
15.582,49.0,0.5,N,
15.615,49.0,0.5,N,
15.648,49.0,0.5,N,
15.682,49.0,0.5,N,
15.715,49.0,0.5,N,
15.749,50.0,0.5,N,
15.782,50.0,0.5,N,
15.815,50.0,0.5,N,
15.849,50.0,0.5,N,
15.882,50.0,0.5,N,
15.915,50.0,0.5,N,
15.949,51.0,0.5,N,
15.982,51.0,0.5,N,
16.015,51.0,0.5,N,
16.049,51.0,0.5,N,
16.082,51.0,0.5,N,
16.116,51.0,0.5,N,
16.149,52.0,0.5,N,
16.182,52.0,0.5,N,
16.216,52.0,0.5,N,
16.249,52.0,0.5,N,
16.282,52.0,0.6,N,
16.316,52.0,0.6,N,
16.349,52.0,0.6,N,
16.383,53.0,0.6,N,
16.416,53.0,0.6,N,
16.449,53.0,0.6,N,
16.483,53.0,0.6,N,
16.516,53.0,0.6,N,
16.549,53.0,0.6,N,
16.583,54.0,0.6,N,
16.616,54.0,0.6,N,
16.649,54.0,0.6,N,
16.683,54.0,0.6,N,
16.716,54.0,0.6,N,
16.75,54.0,0.6,N,
16.783,54.0,0.6,N,
16.816,54.0,0.6,N,
16.85,55.0,0.6,N,
16.883,55.0,0.6,N,
16.916,55.0,0.6,N,
16.95,55.0,0.6,N,
16.983,55.0,0.6,N,
17.016,55.0,0.6,N,
17.05,55.0,0.6,N,
17.083,56.0,0.6,N,
17.117,56.0,0.6,N,
17.15,56.0,0.6,N,
17.183,56.0,0.6,N,
17.217,56.0,0.6,N,
17.25,56.0,0.6,N,
17.283,56.0,0.6,N,
17.317,57.0,0.6,N,
17.35,56.998908449270665,0.5995618132978131,Y,Gaussian anomaly;
17.384,57.0,0.6,N,
17.417,57.0,0.6,N,
17.45,57.0,0.6,N,
17.484,57.0,0.6,N,
17.517,57.0,0.6,N,
17.55,58.0,0.6,N,
17.584,58.0,0.6,N,
17.617,58.0,0.6,N,
17.65,58.0,0.6,N,
17.684,58.0,0.6,N,
17.717,58.0,0.6,N,
17.751,58.0,0.6,N,
17.784,59.0,0.6,N,
17.817,59.0,0.6,N,
17.851,59.0,0.6,N,
17.884,59.0,0.6,N,
17.917,59.0,0.6,N,
17.951,59.0,0.6,N,
17.984,59.0,0.6,N,
18.017,59.0,0.7,N,
18.051,60.0,0.7,N,
18.084,60.0,0.7,N,
18.118,60.0,0.7,N,
18.151,60.0,0.7,N,
18.184,60.0,0.7,N,
18.218,60.0,0.7,N,
18.251,60.0,0.7,N,
18.284,61.0,0.7,N,
18.318,61.0,0.7,N,
18.351,61.0,0.7,N,
18.385,61.0,0.7,N,
18.418,61.0,0.7,N,
18.451,61.0,0.7,N,
18.485,61.0,0.7,N,
18.518,62.0,0.7,N,
18.551,62.0,0.7,N,
18.585,62.0,0.7,N,
18.618,62.0,0.7,N,
18.651,62.0,0.7,N,
18.685,62.0,0.7,N,
18.718,62.0,0.7,N,
18.752,63.0,0.7,N,
18.785,63.0,0.7,N,
18.818,63.0,0.7,N,
18.852,63.0,0.7,N,
18.885,63.0,0.7,N,
18.918,63.0,0.7,N,
18.952,63.0,0.7,N,
18.985,64.0,0.7,N,
19.018,64.0,0.7,N,
19.052,64.0,0.7,N,
19.085,64.0,0.7,N,
19.119,64.0,0.7,N,
19.152,64.0,0.7,N,
19.185,64.0,0.7,N,
19.219,65.0,0.7,N,
19.252,65.0,0.7,N,
19.285,65.0,0.7,N,
19.319,65.0,0.7,N,
19.352,65.0,0.7,N,
19.386,65.0,0.7,N,
19.419,65.0,0.7,N,
19.452,65.0,0.7,N,
19.486,66.0,0.7,N,
19.519,66.0,0.7,N,
19.552,66.0,0.8,N,
19.586,66.0,0.8,N,
19.619,66.0,0.8,N,
19.652,66.0,0.8,N,
19.686,66.0,0.8,N,
19.719,66.0,0.8,N,
19.753,67.0,0.8,N,
19.786,66.90341491893132,0.8000788065348684,Y,Gaussian anomaly;
19.819,67.0,0.8,N,
19.853,67.0,0.8,N,
19.886,67.0,0.8,N,
19.919,67.0,0.8,N,
19.953,68.0,0.8,N,
19.986,68.0,0.8,N,
20.019,68.0,0.8,N,
20.053,68.0,0.8,N,
20.086,68.0,0.8,N,
20.12,68.0,0.8,N,
20.153,68.0,0.8,N,
20.186,69.0,0.8,N,
20.22,69.0,0.8,N,
20.253,69.0,0.8,N,
20.286,69.0,0.8,N,
20.32,69.0,0.8,N,
20.353,69.0,0.8,N,
20.387,69.0,0.8,N,
20.42,70.0,0.8,N,
20.453,70.0,0.8,N,
20.487,70.0,0.8,N,
20.52,70.0,0.8,N,
20.553,70.0,0.8,N,
20.587,70.0,0.8,N,
20.62,70.0,0.8,N,
20.653,71.0,0.8,N,
20.687,71.0,0.8,N,
20.72,71.0,0.8,N,
20.754,71.0,0.8,N,
20.787,71.0,0.8,N,
20.82,71.0,0.8,N,
20.854,71.0,0.8,N,
20.887,72.0,0.8,N,
20.92,72.0,0.8,N,
20.954,72.0,0.8,N,
20.987,72.0,0.8,N,
21.02,72.0,0.8,N,
21.054,72.0,0.9,N,
21.087,72.0,0.9,N,
21.121,73.0,0.9,N,
21.154,73.0,0.9,N,
21.187,73.0,0.9,N,
21.221,73.0,0.9,N,
21.254,73.0,0.9,N,
21.287,73.0,0.9,N,
